19,MMI,3.51,Old,C0580836,[tmco],"[""Old""-tx-1-""olds""-noun-0]",TX,14/4,
20,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
21,MMI,3.56,12.4,C4517543,[qnco],"[""12.4""-tx-1-""12 4""-integer-0]",TX,"0/2,14/1",
21,MMI,3.54,59,C3830128,[qnco],"[""59""-tx-1-""59""-integer-0]",TX,16/2,
21,MMI,3.54,M+ (tumor staging),C0441923,[inpr],"[""M+ (tumor staging)""-tx-1-""m""-noun-0]",TX,8/1,
22,MMI,16.05,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,15/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
22,MMI,3.56,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,4/7,
22,MMI,3.43,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,23/5,
23,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
24,MMI,3.60,1.1,C4517491,[qnco],"[""1.1""-tx-1-""1 1""-comma_integer-0]",TX,"1/1,11/1",
24,MMI,3.56,300,C4319604,[qnco],"[""300""-tx-1-""300""-comma_integer-0]",TX,3/3,
25,MMI,16.16,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,26/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
25,MMI,3.54,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,11/7,
25,MMI,3.54,Threshold,C0449864,[qlco],"[""Threshold""-tx-1-""threshold""-noun-0]",TX,34/9,
26,MMI,3.57,week,C0439230,[tmco],"[""week""-tx-1-""weeks""-noun-0]",TX,9/5,
31,MMI,3.57,500,C3816747,[qnco],"[""500""-tx-1-""500""-comma_integer-0]",TX,3/3,
31,MMI,3.57,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-comma_integer-0]",TX,1/1,
32,MMI,3.60,1.1,C4517491,[qnco],"[""1.1""-tx-1-""1 1""-comma_integer-0]",TX,"1/1,11/1",
32,MMI,3.56,500,C3816747,[qnco],"[""500""-tx-1-""500""-comma_integer-0]",TX,3/3,
33,MMI,16.05,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,15/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
33,MMI,3.56,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,4/7,
33,MMI,3.43,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,23/5,
34,MMI,16.16,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,26/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
34,MMI,3.54,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,34/5,
34,MMI,3.54,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,11/7,
35,MMI,3.55,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-real_number-0]",TX,0/1,
36,MMI,6.70,School,C0036375,"[mnob,orgt]","[""School""-tx-1-""school""-adj-0]",TX,31/6,I02.783;J03.832
36,MMI,3.54,per year,C0439508,[tmco],"[""per year""-tx-1-""year""-noun-0]",TX,9/4,
36,MMI,3.51,Old,C0580836,[tmco],"[""Old""-tx-1-""olds""-noun-0]",TX,14/4,
37,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
38,MMI,3.62,15 Minutes,C1442447,[tmco],"[""15 minutes""-tx-1-""15 minutes""-noun-0]",TX,"0/2,9/7",
39,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
40,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
41,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
42,MMI,3.64,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,3/5,
43,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
44,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
45,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,3/5,
46,MMI,16.05,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,15/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
46,MMI,3.56,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,4/7,
46,MMI,3.43,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,23/5,
47,MMI,6.70,School,C0036375,"[mnob,orgt]","[""School""-tx-1-""school""-adj-0]",TX,32/6,I02.783;J03.832
47,MMI,3.54,per year,C0439508,[tmco],"[""per year""-tx-1-""year""-noun-0]",TX,10/4,
47,MMI,3.51,Old,C0580836,[tmco],"[""Old""-tx-1-""olds""-noun-0]",TX,15/4,
48,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
49,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
50,MMI,3.57,64,C4517839,[qnco],"[""64""-tx-1-""64""-integer-0]",TX,6/2,
50,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
51,MMI,3.56,64,C4517839,[qnco],"[""64""-tx-1-""64""-integer-0]",TX,6/2,
51,MMI,3.56,Old,C0580836,[tmco],"[""Old""-tx-1-""old""-adj-0]",TX,15/3,
51,MMI,3.56,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
52,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,3/5,
53,MMI,3.59,Early,C1279919,[tmco],"[""Early""-tx-1-""earlier""-adj-0]",TX,8/7,
57,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
58,MMI,3.64,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
59,MMI,3.64,Bedroom,C0557652,[mnob],"[""Bedroom""-tx-1-""bedroom""-noun-0]",TX,2/7,
59,MMI,3.48,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
60,MMI,3.64,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
61,MMI,9.88,Child,C0008059,[aggp],"[""Child""-tx-1-""children""-noun-0]",TX,7/8,M01.060.406
61,MMI,3.62,1/2,C0580272,[inpr],"[""1/2""-tx-1-""1 2""-integer-0]",TX,"0/1,5/1",
62,MMI,9.85,Child,C0008059,[aggp],"[""Child""-tx-1-""children""-noun-0]",TX,11/8,M01.060.406
62,MMI,3.56,1/2,C0580272,[inpr],"[""1/2""-tx-1-""1 2""-integer-0]",TX,"0/1,5/1",
63,MMI,3.59,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
64,MMI,3.45,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
64,MMI,3.45,Persons,C0027361,[popg],"[""Person""-tx-1-""person""-noun-0]",TX,2/6,M01
65,MMI,3.48,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
66,MMI,3.60,1 Week,C1442452,[tmco],"[""One week""-tx-1-""1 weeks""-noun-0]",TX,"0/1,8/5",
67,MMI,3.58,1.4,C4517503,[qnco],"[""1.4""-tx-1-""1 4""-comma_integer-0]",TX,"1/1,7/1",
68,MMI,3.62,1.4,C4517503,[qnco],"[""1.4""-tx-1-""1 4""-integer-0]",TX,"0/1,5/1",
68,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,7/5,
69,MMI,3.58,1.9,C4517517,[qnco],"[""1.9""-tx-1-""1 9""-comma_integer-0]",TX,"1/1,7/1",
70,MMI,3.59,International Unit,C0439453,[qnco],"[""international unit""-tx-1-""unit""-noun-0]",TX,2/4,
70,MMI,3.45,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
71,MMI,3.59,Vehicle (Transportation),C0348005,[mnob],"[""Vehicle""-tx-1-""vehicle""-noun-0]",TX,2/7,
71,MMI,3.45,Availability of,C0470187,[ftcn],"[""Availability of""-tx-1-""available""-adj-0]",TX,10/9,
71,MMI,3.45,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
72,MMI,3.64,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""worker""-noun-0]",TX,2/6,
72,MMI,3.48,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
73,MMI,3.55,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""worker""-noun-0]",TX,2/6,
73,MMI,3.43,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
73,MMI,3.43,In the past,C1444637,[tmco],"[""In the past""-tx-1-""past""-noun-0]",TX,12/4,
73,MMI,3.43,month,C0439231,[tmco],"[""month""-tx-1-""months""-noun-0]",TX,20/6,
74,MMI,3.55,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""worker""-noun-0]",TX,2/6,
74,MMI,3.42,Greater than one,C4280965,[qnco],"[""Greater than one""-tx-1-""1""-integer-0]",TX,0/1,
74,MMI,3.42,In the past,C1444637,[tmco],"[""In the past""-tx-1-""past""-noun-0]",TX,16/4,
74,MMI,3.42,month,C0439231,[tmco],"[""month""-tx-1-""months""-noun-0]",TX,24/6,
75,MMI,3.57,200,C4319558,[qnco],"[""200""-tx-1-""200""-comma_integer-0]",TX,1/3,
76,MMI,3.56,200,C4319558,[qnco],"[""200""-tx-1-""200""-comma_integer-0]",TX,1/3,
79,MMI,3.59,2000,C0470277,[qnco],"[""2000""-tx-1-""2000""-integer-0]",TX,0/4,
80,MMI,3.60,2.2,C4517629,[qnco],"[""2.2""-tx-1-""2 2""-comma_integer-0]",TX,"1/1,11/1",
81,MMI,16.05,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,15/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
81,MMI,3.56,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,4/7,
81,MMI,3.43,200,C4319558,[qnco],"[""200""-tx-1-""200""-integer-0]",TX,0/3,
81,MMI,3.43,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,23/5,
82,MMI,16.04,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,26/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
82,MMI,3.55,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,4/7,
82,MMI,3.42,200,C4319558,[qnco],"[""200""-tx-1-""200""-integer-0]",TX,0/3,
82,MMI,3.42,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,34/5,
83,MMI,16.16,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,26/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
83,MMI,3.54,200,C4319558,[qnco],"[""200""-tx-1-""200""-integer-0]",TX,0/3,
83,MMI,3.54,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,34/5,
83,MMI,3.54,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,11/7,
84,MMI,3.59,200,C4319558,[qnco],"[""200""-tx-1-""200""-integer-0]",TX,1/3,
85,MMI,16.16,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,26/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
85,MMI,3.54,200,C4319558,[qnco],"[""200""-tx-1-""200""-integer-0]",TX,0/3,
85,MMI,3.54,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,11/7,
85,MMI,3.54,Threshold,C0449864,[qlco],"[""Threshold""-tx-1-""threshold""-noun-0]",TX,34/9,
87,MMI,3.59,Late,C0205087,[tmco],"[""Late""-tx-1-""later""-adv-0]",TX,8/5,
88,MMI,3.57,Per Minute,C0702093,[tmco],"[""per minute""-tx-1-""minutes""-noun-0]",TX,9/7,
89,MMI,6.70,School,C0036375,"[mnob,orgt]","[""School""-tx-1-""school""-adj-0]",TX,31/6,I02.783;J03.832
89,MMI,3.54,per year,C0439508,[tmco],"[""per year""-tx-1-""year""-noun-0]",TX,9/4,
89,MMI,3.51,Old,C0580836,[tmco],"[""Old""-tx-1-""olds""-noun-0]",TX,14/4,
90,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
91,MMI,3.60,0.2,C4517436,[qnco],"[""0.2""-tx-1-""2.0""-real_number-0]",TX,0/3,
92,MMI,3.57,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,9/7,
93,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
96,MMI,3.60,2.2,C4517629,[qnco],"[""2.2""-tx-1-""2 2""-comma_integer-0]",TX,"1/1,11/1",
96,MMI,3.56,500,C3816747,[qnco],"[""500""-tx-1-""500""-comma_integer-0]",TX,3/3,
97,MMI,3.57,Per Minute,C0702093,[tmco],"[""per minute""-tx-1-""minutes""-noun-0]",TX,9/7,
98,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
99,MMI,6.70,School,C0036375,"[mnob,orgt]","[""School""-tx-1-""school""-adj-0]",TX,31/6,I02.783;J03.832
99,MMI,3.54,per year,C0439508,[tmco],"[""per year""-tx-1-""year""-noun-0]",TX,9/4,
99,MMI,3.51,Old,C0580836,[tmco],"[""Old""-tx-1-""olds""-noun-0]",TX,14/4,
100,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
101,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
102,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
103,MMI,3.57,27,C4319602,[qnco],"[""27""-tx-1-""27""-integer-0]",TX,0/2,
103,MMI,3.57,week,C0439230,[tmco],"[""week""-tx-1-""weeks""-noun-0]",TX,9/5,
104,MMI,3.64,Residential flat,C0457933,[mnob],"[""Residential flat""-tx-1-""apartments""-noun-0]",TX,2/10,
104,MMI,3.48,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
105,MMI,3.57,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
105,MMI,3.54,Bedroom,C0557652,[mnob],"[""Bedroom""-tx-1-""bedrooms""-noun-0]",TX,7/8,
106,MMI,3.57,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
107,MMI,3.56,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
107,MMI,3.56,International Unit,C0439453,[qnco],"[""international unit""-tx-1-""unit""-noun-0]",TX,10/4,
108,MMI,3.54,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
108,MMI,3.54,In the past,C1444637,[tmco],"[""In the past""-tx-1-""past""-noun-0]",TX,21/4,
108,MMI,3.54,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,10/7,
108,MMI,3.54,month,C0439231,[tmco],"[""month""-tx-1-""months""-noun-0]",TX,29/6,
109,MMI,3.54,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
109,MMI,3.54,In the past,C1444637,[tmco],"[""In the past""-tx-1-""past""-noun-0]",TX,25/4,
109,MMI,3.54,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,10/7,
109,MMI,3.54,month,C0439231,[tmco],"[""month""-tx-1-""months""-noun-0]",TX,33/6,
110,MMI,3.64,Persons,C0027361,[popg],"[""Person""-tx-1-""people""-noun-0]",TX,2/6,M01
110,MMI,3.48,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
111,MMI,3.45,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
111,MMI,3.45,Persons,C0027361,[popg],"[""Person""-tx-1-""person""-noun-0]",TX,2/6,M01
112,MMI,3.59,Drug vehicle,C0042444,[bodm],"[""Drug vehicle""-tx-1-""vehicles""-noun-0]",TX,2/8,
112,MMI,3.45,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
112,MMI,3.45,Availability of,C0470187,[ftcn],"[""Availability of""-tx-1-""available""-adj-0]",TX,11/9,
113,MMI,3.64,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,2/7,
113,MMI,3.48,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
114,MMI,6.58,Work,C0043227,[ocac],"[""Working""-tx-1-""worked""-verb-0]",TX,28/6,I03.946
114,MMI,3.55,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,2/7,
114,MMI,3.43,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
114,MMI,3.43,husband,C0242664,[famg],"[""Husband""-tx-1-""husband""-noun-0]",TX,11/7,
114,MMI,3.43,wife,C0242665,[famg],"[""Wife""-tx-1-""wife""-noun-0]",TX,23/4,
115,MMI,3.59,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,2/7,
115,MMI,3.45,+2,C0740116,[qnco],"[""+2""-tx-1-""2""-integer-0]",TX,0/1,
116,MMI,3.56,300,C4319604,[qnco],"[""300""-tx-1-""300""-comma_integer-0]",TX,1/3,
117,MMI,3.57,<3 (qualifier value),C0439086,[qnco],"[""<3 (qualifier value)""-tx-1-""3""-comma_integer-0]",TX,1/1,
118,MMI,16.05,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,15/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
118,MMI,3.56,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,4/7,
118,MMI,3.43,300,C4319604,[qnco],"[""300""-tx-1-""300""-integer-0]",TX,0/3,
118,MMI,3.43,Levels (qualifier value),C0441889,[qlco],"[""Levels (qualifier value)""-tx-1-""level""-noun-0]",TX,23/5,
119,MMI,3.59,300,C4319604,[qnco],"[""300""-tx-1-""300""-integer-0]",TX,1/3,
120,MMI,3.57,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,3/7,
121,MMI,3.62,30 Minutes,C1442458,[tmco],"[""30 minutes""-tx-1-""30 minutes""-noun-0]",TX,"0/2,9/7",
122,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
123,MMI,3.60,0.3,C4068885,[qnco],"[""0.3""-tx-1-""3.0""-real_number-0]",TX,0/3,
124,MMI,3.57,59,C3830128,[qnco],"[""59""-tx-1-""59""-integer-0]",TX,6/2,
124,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
125,MMI,3.56,35,C4319605,[qnco],"[""35""-tx-1-""35""-comma_integer-0]",TX,1/2,
126,MMI,3.57,35,C4319605,[qnco],"[""35""-tx-1-""35""-integer-0]",TX,0/2,
126,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
127,MMI,3.57,35,C4319605,[qnco],"[""35""-tx-1-""35""-integer-0]",TX,0/2,
127,MMI,3.57,Per Minute,C0702093,[tmco],"[""per minute""-tx-1-""minutes""-noun-0]",TX,9/7,
128,MMI,3.57,35,C4319605,[qnco],"[""35""-tx-1-""35""-integer-0]",TX,0/2,
128,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
129,MMI,3.57,35,C4319605,[qnco],"[""35""-tx-1-""35""-integer-0]",TX,0/2,
129,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
130,MMI,3.57,35,C4319605,[qnco],"[""35""-tx-1-""35""-integer-0]",TX,0/2,
130,MMI,3.57,54,C4517807,[qnco],"[""54""-tx-1-""54""-integer-0]",TX,6/2,
130,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
131,MMI,3.57,35,C4319605,[qnco],"[""35""-tx-1-""35""-integer-0]",TX,0/2,
131,MMI,3.57,64,C4517839,[qnco],"[""64""-tx-1-""64""-integer-0]",TX,6/2,
131,MMI,3.57,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,9/5,
132,MMI,6.58,School,C0036375,"[mnob,orgt]","[""School""-tx-1-""school""-adj-0]",TX,30/6,I02.783;J03.832
132,MMI,3.55,year,C0439234,[tmco],"[""year""-tx-1-""years""-noun-0]",TX,3/5,
132,MMI,3.42,35,C4319605,[qnco],"[""35""-tx-1-""35""-integer-0]",TX,0/2,
133,MMI,3.62,3/4,C0442757,[fndg],"[""3/4""-tx-1-""3 4""-integer-0]",TX,"0/1,5/1",
133,MMI,3.57,Residential flat,C0457933,[mnob],"[""Residential flat""-tx-1-""apartments""-noun-0]",TX,7/10,
134,MMI,9.88,Child,C0008059,[aggp],"[""Child""-tx-1-""children""-noun-0]",TX,7/8,M01.060.406
134,MMI,3.62,3/4,C0442757,[fndg],"[""3/4""-tx-1-""3 4""-integer-0]",TX,"0/1,5/1",
135,MMI,9.85,Child,C0008059,[aggp],"[""Child""-tx-1-""children""-noun-0]",TX,11/8,M01.060.406
135,MMI,3.56,3/4,C0442757,[fndg],"[""3/4""-tx-1-""3 4""-integer-0]",TX,"0/1,5/1",
136,MMI,3.62,3/4,C0442757,[fndg],"[""3/4""-tx-1-""3 4""-integer-0]",TX,"0/1,5/1",
136,MMI,3.57,Persons,C0027361,[popg],"[""Person""-tx-1-""people""-noun-0]",TX,7/6,M01
137,MMI,3.56,<3 (qualifier value),C0439086,[qnco],"[""<3 (qualifier value)""-tx-1-""3""-integer-0]",TX,0/1,
137,MMI,3.56,Availability of,C0470187,[ftcn],"[""Availability of""-tx-1-""available""-adj-0]",TX,19/9,
137,MMI,3.56,Drug vehicle,C0042444,[bodm],"[""Drug vehicle""-tx-1-""vehicles""-noun-0]",TX,10/8,
138,MMI,3.57,<3 (qualifier value),C0439086,[qnco],"[""<3 (qualifier value)""-tx-1-""3""-integer-0]",TX,0/1,
138,MMI,3.57,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,10/7,
139,MMI,6.70,Work,C0043227,[ocac],"[""Working""-tx-1-""worked""-verb-0]",TX,36/6,I03.946
139,MMI,3.54,<3 (qualifier value),C0439086,[qnco],"[""<3 (qualifier value)""-tx-1-""3""-integer-0]",TX,0/1,
139,MMI,3.54,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,10/7,
139,MMI,3.54,husband,C0242664,[famg],"[""Husband""-tx-1-""husband""-noun-0]",TX,19/7,
139,MMI,3.54,wife,C0242665,[famg],"[""Wife""-tx-1-""wife""-noun-0]",TX,31/4,
140,MMI,3.56,<3 (qualifier value),C0439086,[qnco],"[""<3 (qualifier value)""-tx-1-""3""-integer-0]",TX,0/1,
140,MMI,3.56,Worker,C1306056,[ocdi],"[""Worker""-tx-1-""workers""-noun-0]",TX,10/7,
141,MMI,3.45,<3 (qualifier value),C0439086,[qnco],"[""<3 (qualifier value)""-tx-1-""3""-integer-0]",TX,0/1,
141,MMI,3.45,Persons,C0027361,[popg],"[""Person""-tx-1-""person""-noun-0]",TX,2/6,M01
142,MMI,6.70,School,C0036375,"[mnob,orgt]","[""School""-tx-1-""school""-adj-0]",TX,29/6,I02.783;J03.832
142,MMI,3.56,3/4,C0442757,[fndg],"[""3/4""-tx-1-""3 4""-integer-0]",TX,"0/1,5/1",
142,MMI,3.54,per year,C0439508,[tmco],"[""per year""-tx-1-""year""-noun-0]",TX,7/4,
142,MMI,3.51,Old,C0580836,[tmco],"[""Old""-tx-1-""olds""-noun-0]",TX,12/4,
143,MMI,16.05,Poverty,C0032854,[grpa],"[""Poverty""-tx-1-""poverty""-noun-0]",TX,15/7,I01.880.735.634;I01.880.853.996.535;N01.824.600
143,MMI,3.56,Percent (qualifier value),C0439165,[qnco],"[""%""-tx-1-""percent""-noun-0]",TX,4/7,
